         37932415 function calls (37542325 primitive calls) in 39.948 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 poolmanager.py:157(<lambda>)
       33    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
        5    0.000    0.000    0.000    0.000 url.py:132(parse_url)
       12    0.000    0.000    0.000    0.000 reportviews.py:804(__iter__)
       21    0.000    0.000    0.000    0.000 function.py:75(process_skipna)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1344(add_cookie_header)
        2    0.000    0.000    0.000    0.000 socket.py:652(close)
      6/4    0.000    0.000    0.130    0.033 decorators.py:64(_not_implemented_for)
        4    0.000    0.000    0.000    0.000 array.py:855(astype)
       44    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        8    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
      104    0.000    0.000    0.000    0.000 fromnumeric.py:1689(_ravel_dispatcher)
        3    0.000    0.000    0.004    0.001 base.py:1185(__iter__)
       30    0.000    0.000    0.000    0.000 common.py:306(is_null_slice)
        9    0.000    0.000    0.000    0.000 cookiejar.py:870(__init__)
        3    0.000    0.000    0.000    0.000 models.py:441(prepare_headers)
        4    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
        1    0.000    0.000    0.000    0.000 client.py:446(read)
       26    0.000    0.000    0.000    0.000 indexing.py:1759(_get_partial_string_timestamp_match_key)
        4    0.000    0.000    0.000    0.000 transformer.py:345(transform)
       46    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
       12    0.000    0.000    0.000    0.000 geodataframe.py:592(__finalize__)
       18    0.000    0.000    0.000    0.000 re.py:185(sub)
       15    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 client.py:236(__init__)
       29    0.000    0.000    0.000    0.000 function.py:42(__call__)
       18    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(norm)
        1    0.000    0.000    0.000    0.000 managers.py:2002(_preprocess_slice_or_indexer)
        4    0.000    0.000    0.004    0.001 multi.py:1340(values)
       26    0.000    0.000    0.000    0.000 blocks.py:178(is_view)
        4    0.000    0.000    0.385    0.096 generic.py:46(shortest_path)
       16    0.000    0.000    0.000    0.000 parse.py:154(hostname)
        7    0.000    0.000    0.000    0.000 parse.py:853(quote_from_bytes)
        4    0.000    0.000    0.004    0.001 frame.py:3942(reindex)
        4    0.000    0.000    0.000    0.000 adapters.py:113(__init__)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:55(_wrapfunc)
        8    0.000    0.000    0.000    0.000 array.py:42(_isna)
        4    0.000    0.000    0.000    0.000 crs.py:880(__eq__)
        2    0.000    0.000    0.000    0.000 response.py:38(assert_header_parsing)
       46    0.000    0.000    0.000    0.000 queue.py:14(_qsize)
        2    0.000    0.000    0.000    0.000 response.py:255(_init_length)
        6    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        2    0.000    0.000    0.000    0.000 client.py:1071(putrequest)
       75    0.000    0.000    0.000    0.000 multi.py:777(codes)
       51    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      131    0.000    0.000    0.000    0.000 blocks.py:741(_try_coerce_result)
        2    0.000    0.000    0.000    0.000 sessions.py:365(__init__)
        4    0.000    0.000    0.000    0.000 generic.py:346(_construct_axes_from_arguments)
       11    0.000    0.000    0.000    0.000 managers.py:325(__len__)
        2    0.000    0.000    0.000    0.000 response.py:303(_init_decoder)
       16    0.000    0.000    0.000    0.000 parse.py:190(_hostinfo)
        2    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        9    0.000    0.000    0.001    0.000 dtypes.py:339(_finalize)
        4    0.000    0.000    0.000    0.000 multidigraph.py:274(__init__)
       15    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        2    0.000    0.000    0.001    0.000 utils.py:694(should_bypass_proxies)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:42(_wrapit)
       17    0.000    0.000    0.000    0.000 _collections.py:181(__iter__)
       22    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        4    0.000    0.000    0.001    0.000 geodataframe.py:107(_set_geometry)
       33    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.001    0.001 indexing.py:1042(_get_listlike_indexer)
        2    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        4    0.000    0.000    0.004    0.001 frame.py:3854(_reindex_index)
        2    0.000    0.000    0.000    0.000 client.py:413(close)
        4    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
        2    0.000    0.000    0.000    0.000 message.py:213(get_payload)
       13    0.000    0.000    0.000    0.000 managers.py:203(_is_single_block)
        4    0.000    0.000    0.000    0.000 models.py:82(_encode_params)
        6    0.000    0.000    0.000    0.000 nanops.py:405(nanany)
        4    0.000    0.000    0.000    0.000 base.py:998(copy)
        1    0.000    0.000    0.000    0.000 client.py:478(readinto)
        2    0.000    0.000    0.000    0.000 response.py:64(__init__)
       22    0.000    0.000    0.000    0.000 queue.py:20(_get)
       44    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 base.py:894(_get_geom_item)
        6    0.000    0.000    0.000    0.000 base.py:907(__len__)
        2    0.000    0.000    0.724    0.362 client.py:1017(_send_output)
       82    0.000    0.000    0.000    0.000 numerictypes.py:655(<listcomp>)
       22    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 socket.py:563(__init__)
        4    0.000    0.000    0.000    0.000 retry.py:159(__init__)
        2    0.000    0.000    0.000    0.000 sessions.py:733(close)
       36    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 fromnumeric.py:2092(sum)
        9    0.000    0.000    0.000    0.000 dtypes.py:477(validate_ordered)
       10    0.000    0.000    0.000    0.000 missing.py:393(array_equivalent)
        1    0.000    0.000    0.000    0.000 generic.py:6101(fillna)
        4    0.000    0.000    0.000    0.000 poolmanager.py:153(__init__)
        7    0.000    0.000    0.000    0.000 base.py:1358(_set_names)
       35    0.000    0.000    0.000    0.000 inference.py:353(<genexpr>)
        3    0.000    0.000    0.001    0.000 models.py:307(prepare)
       10    0.000    0.000    0.000    0.000 base.py:1814(is_boolean)
        2    0.000    0.000    0.002    0.001 sessions.py:690(merge_environment_settings)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
       12    0.000    0.000    0.000    0.000 enum.py:284(__call__)
        2    0.000    0.000    0.000    0.000 sessions.py:143(resolve_redirects)
       27    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 contextlib.py:107(__enter__)
        2    0.000    0.000    0.003    0.002 socket.py:731(getaddrinfo)
        1    0.000    0.000    0.001    0.001 construction.py:133(init_ndarray)
        1    0.000    0.000    0.000    0.000 response.py:336(_flush_decoder)
       12    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
       84    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        4    0.000    0.000    0.000    0.000 parse.py:875(urlencode)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(sum)
        2    0.000    0.000    0.000    0.000 utils.py:47(proxy_bypass_registry)
        6    0.000    0.000    0.002    0.000 apply.py:136(dtypes)
        8    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
       26    0.000    0.000    0.000    0.000 base.py:4006(_internal_get_values)
       24    0.000    0.000    0.000    0.000 construction.py:562(<genexpr>)
        4    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        1    0.000    0.000    0.003    0.003 frame.py:3478(_setitem_array)
        4    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        4    0.000    0.000    0.004    0.001 frame.py:3837(_reindex_axes)
        4    0.000    0.000    0.000    0.000 utils.py:767(select_proxy)
        3    0.000    0.000    0.000    0.000 models.py:452(prepare_body)
       40    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 queue.py:33(__init__)
       24    0.000    0.000    0.000    0.000 frame.py:380(_constructor)
        2    0.000    0.000    0.000    0.000 utils.py:475(get_encoding_from_headers)
        2    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
        1    0.000    0.000    0.000    0.000 response.py:404(read)
        4    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
        6    0.000    0.000    0.000    0.000 algorithms.py:61(_ensure_data)
       21    0.000    0.000    0.000    0.000 graph.py:764(number_of_nodes)
        4    0.000    0.000    0.000    0.000 indexing.py:168(_get_setitem_indexer)
        3    0.000    0.000    0.000    0.000 models.py:226(__init__)
        7    0.000    0.000    0.000    0.000 base.py:1390(set_names)
        5    0.000    0.000    0.000    0.000 url.py:22(__new__)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        6    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.007    0.007 multi.py:364(from_arrays)
        8    0.000    0.000    0.000    0.000 blocks.py:170(_consolidate_key)
        2    0.000    0.000    0.000    0.000 response.py:224(release_conn)
        4    0.000    0.000    0.000    0.000 poolmanager.py:199(clear)
        1    0.000    0.000    0.046    0.046 __init__.py:299(loads)
        1    0.000    0.000    0.612    0.612 downloader.py:189(get_pause_duration)
        2    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.001    0.000 utils.py:86(proxy_bypass)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       56    0.000    0.000    0.000    0.000 shape_base.py:79(_atleast_2d_dispatcher)
       18    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 connectionpool.py:250(_put_conn)
        1    0.000    0.000    0.000    0.000 utils.py:857(guess_json_utf)
       46    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 timeout.py:93(__init__)
       17    0.000    0.000    0.000    0.000 blocks.py:2020(_ftype)
        2    0.000    0.000    0.000    0.000 connectionpool.py:199(_new_conn)
        3    0.000    0.000    0.000    0.000 algorithms.py:167(_reconstruct_data)
        5    0.000    0.000    0.000    0.000 polygon.py:150(__len__)
        2    0.000    0.000    0.000    0.000 connection.py:103(__init__)
       13    0.000    0.000    0.000    0.000 cookiejar.py:1214(deepvalues)
        8    0.000    0.000    0.000    0.000 warnings.py:493(__exit__)
        8    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 multi.py:1190(_set_names)
        5    0.000    0.000    0.000    0.000 url.py:99(split_first)
       16    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       84    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x000002976E0A30D8}
        1    0.000    0.000    0.000    0.000 indexing.py:1138(_validate_read_indexer)
        2    0.000    0.000    0.723    0.362 connection.py:180(connect)
        4    0.000    0.000    0.000    0.000 response.py:347(_error_catcher)
        2    0.000    0.000    0.000    0.000 client.py:837(__init__)
       28    0.000    0.000    0.000    0.000 range.py:170(_validate_dtype)
       11    0.000    0.000    0.000    0.000 blocks.py:188(is_categorical_astype)
        7    0.000    0.000    0.000    0.000 polygon.py:218(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:450(_parse_content_type_header)
        6    0.000    0.000    0.007    0.001 apply.py:132(values)
       42    0.000    0.000    0.000    0.000 managers.py:418(<dictcomp>)
        1    0.000    0.000    0.001    0.001 managers.py:1376(take)
        3    0.000    0.000    0.000    0.000 utils.py:906(get_auth_from_url)
        4    0.000    0.000    0.000    0.000 cookies.py:529(merge_cookies)
        9    0.000    0.000    0.001    0.000 dtypes.py:225(__init__)
        6    0.000    0.000    0.000    0.000 managers.py:256(<listcomp>)
        2    0.000    0.000    0.723    0.362 connection.py:145(_new_conn)
       22    0.000    0.000    0.000    0.000 blocks.py:1787(_holder)
       15    0.000    0.000    0.000    0.000 base.py:347(geometryType)
        4    0.000    0.000    0.000    0.000 socket.py:416(close)
       14    0.000    0.000    0.000    0.000 missing.py:574(clean_reindex_fill_method)
        4    0.000    0.000    0.000    0.000 base.py:1335(_validate_names)
        1    0.000    0.000    0.000    0.000 managers.py:1901(_consolidate)
        8    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        4    0.000    0.000    0.000    0.000 array.py:440(__setitem__)
        5    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 managers.py:1260(<listcomp>)
       24    0.000    0.000    0.000    0.000 cast.py:1158(<genexpr>)
        6    0.000    0.000    0.000    0.000 apply.py:140(agg_axis)
        2    0.000    0.000    0.000    0.000 client.py:379(_check_close)
       22    0.000    0.000    0.000    0.000 queue.py:17(_put)
        2    0.000    0.000    0.000    0.000 client.py:425(flush)
       19    0.000    0.000    0.000    0.000 base.py:1877(inferred_type)
        4    0.000    0.000    0.000    0.000 generic.py:4540(_needs_reindex_multi)
        1    0.000    0.000    0.001    0.001 series.py:2312(round)
        1    0.000    0.000    0.000    0.000 indexers.py:161(maybe_convert_indices)
       13    0.000    0.000    0.000    0.000 polygon.py:31(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:172(_new_pool)
       12    0.000    0.000    0.000    0.000 utils.py:927(check_header_validity)
       12    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 managers.py:1667(create_block_manager_from_blocks)
        4    0.000    0.000    0.001    0.000 construction.py:331(extract_index)
        4    0.000    0.000    0.005    0.001 _decorators.py:164(wrapper)
        8    0.000    0.000    0.000    0.000 utils.py:71(_convertback)
        3    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 cast.py:583(coerce_indexer_dtype)
       10    0.000    0.000    0.000    0.000 managers.py:659(is_mixed_type)
        4    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x000002975E0FED38}
        5    0.000    0.000    0.000    0.000 parse.py:480(urlunsplit)
        4    0.000    0.000    0.000    0.000 blocks.py:1811(setitem)
        2    0.000    0.000    0.000    0.000 poolmanager.py:244(connection_from_pool_key)
        2    0.000    0.000    0.000    0.000 adapters.py:292(get_connection)
        4    0.000    0.000    0.000    0.000 managers.py:559(setitem)
        2    0.000    0.000    0.000    0.000 models.py:729(iter_content)
        4    0.000    0.000    0.000    0.000 adapters.py:146(init_poolmanager)
        8    0.000    0.000    0.000    0.000 types.py:164(__get__)
        4    0.000    0.000    0.000    0.000 parse.py:836(quote_plus)
        8    0.000    0.000    0.000    0.000 generic.py:4497(<genexpr>)
        6    0.000    0.000    0.000    0.000 base.py:810(geoms)
        6    0.000    0.000    0.000    0.000 cookies.py:521(<listcomp>)
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       56    0.000    0.000    0.000    0.000 parse.py:98(_noop)
        5    0.000    0.000    0.000    0.000 parse.py:469(urlunparse)
        3    0.000    0.000    0.000    0.000 categorical.py:713(_get_codes)
        1    0.000    0.000    0.000    0.000 core.py:280(consolidate_subdivide_geometry)
       24    0.000    0.000    0.000    0.000 datadir.py:48(get_data_dir)
        6    0.000    0.000    0.000    0.000 base.py:902(__iter__)
        4    0.000    0.000    0.000    0.000 utils.py:802(default_headers)
        8    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
       30    0.000    0.000    0.000    0.000 numeric.py:228(inferred_type)
        1    0.000    0.000    0.000    0.000 blocks.py:949(putmask)
        3    0.000    0.000    0.000    0.000 base.py:822(__len__)
        2    0.000    0.000    0.000    0.000 topology.py:54(__call__)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 sessions.py:97(get_redirect_target)
        1    0.000    0.000    0.000    0.000 re.py:215(findall)
       12    0.000    0.000    0.000    0.000 enum.py:526(__new__)
        1    0.000    0.000    0.000    0.000 blocks.py:400(fillna)
        2    0.000    0.000    0.000    0.000 multipolygon.py:32(__init__)
        5    0.000    0.000    0.000    0.000 helpers.py:93(<listcomp>)
       56    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       19    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        7    0.000    0.000    0.000    0.000 parse.py:782(quote)
        6    0.000    0.000    0.000    0.000 frame.py:508(shape)
        4    0.000    0.000    0.000    0.000 _collections.py:44(__init__)
        8    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        8    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
       33    0.000    0.000    0.000    0.000 multidigraph.py:772(is_multigraph)
        2    0.000    0.000    0.000    0.000 request.py:2617(getproxies_registry)
        9    0.000    0.000    0.000    0.000 sparse.py:223(construct_from_string)
       12    0.000    0.000    0.000    0.000 indexing.py:201(<genexpr>)
       32    0.000    0.000    0.000    0.000 multidigraph.py:776(is_directed)
       24    0.000    0.000    0.000    0.000 timeout.py:103(_validate_timeout)
        2    0.000    0.000    0.000    0.000 models.py:707(is_redirect)
        3    0.000    0.000    0.000    0.000 dtypes.py:534(update_dtype)
       13    0.000    0.000    0.000    0.000 base.py:350(type)
        4    0.000    0.000    0.000    0.000 __init__.py:1356(debug)
        2    0.000    0.000    0.000    0.000 retry.py:296(_is_method_retryable)
        8    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        5    0.000    0.000    0.000    0.000 generic.py:430(_get_block_manager_axis)
        4    0.000    0.000    0.000    0.000 geoseries.py:244(__finalize__)
        2    0.000    0.000    0.000    0.000 response.py:114(_get_decoder)
        2    0.000    0.000    0.000    0.000 downloader.py:159(get_http_headers)
        6    0.000    0.000    0.000    0.000 apply.py:124(columns)
        1    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       10    0.000    0.000    0.000    0.000 series.py:720(__len__)
        2    0.000    0.000    0.000    0.000 base.py:460(bounds)
        2    0.000    0.000    0.000    0.000 base.py:263(unary_union)
        3    0.000    0.000    0.000    0.000 cookies.py:135(get_cookie_header)
        3    0.000    0.000    0.000    0.000 models.py:556(prepare_cookies)
        1    0.000    0.000    0.000    0.000 multi.py:232(__new__)
        4    0.000    0.000    0.000    0.000 series.py:1037(_ixs)
        4    0.000    0.000    0.000    0.000 six.py:577(itervalues)
        4    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       18    0.000    0.000    0.000    0.000 linalg.py:121(isComplexType)
        4    0.000    0.000    0.000    0.000 {shapely.speedups._speedups.coordseq_iter}
        8    0.000    0.000    0.000    0.000 version.py:302(__init__)
        4    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-320>:1(weakly_connected_components)
       46    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       16    0.000    0.000    0.000    0.000 client.py:1248(<genexpr>)
        3    0.000    0.000    0.000    0.000 dtypes.py:248(_from_values_or_dtype)
        7    0.000    0.000    0.000    0.000 reportviews.py:174(__iter__)
        4    0.000    0.000    0.000    0.000 __init__.py:1614(isEnabledFor)
       22    0.000    0.000    0.000    0.000 multiarray.py:1078(putmask)
        2    0.000    0.000    0.000    0.000 _collections.py:58(__setitem__)
       16    0.000    0.000    0.000    0.000 re.py:232(compile)
        2    0.000    0.000    0.000    0.000 base.py:468(centroid)
        9    0.000    0.000    0.000    0.000 base.py:890(_update)
        3    0.000    0.000    0.000    0.000 polygon.py:66(_set_coords)
        4    0.000    0.000    0.000    0.000 utils.py:107(super_len)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       18    0.000    0.000    0.000    0.000 client.py:996(_output)
        8    0.000    0.000    0.000    0.000 indexing.py:570(<genexpr>)
        4    0.000    0.000    0.000    0.000 geodataframe.py:99(_get_geometry)
        8    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:497(cast)
        2    0.000    0.000    0.724    0.362 client.py:1241(request)
        2    0.000    0.000    0.000    0.000 message.py:451(items)
        1    0.000    0.000    0.000    0.000 multi.py:666(_set_levels)
        4    0.000    0.000    0.000    0.000 enums.py:8(create)
        2    0.000    0.000    0.130    0.065 decorator.py:decorator-gen-324>:1(is_weakly_connected)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1723(clear_expired_cookies)
        8    0.000    0.000    0.000    0.000 hooks.py:17(default_hooks)
        2    0.000    0.000    0.000    0.000 response.py:547(closed)
        2    0.000    0.000    0.000    0.000 poolmanager.py:208(connection_from_host)
        2    0.000    0.000    0.000    0.000 idna.py:147(encode)
        4    0.000    0.000    0.000    0.000 {method 'is_exact_same' of 'pyproj._crs.Base' objects}
        4    0.000    0.000    0.000    0.000 indexing.py:2065(_validate_integer)
        5    0.000    0.000    0.000    0.000 polygon.py:260(interiors)
       22    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 blocks.py:2081(_can_hold_element)
        2    0.000    0.000    0.000    0.000 connection.py:85(_set_socket_options)
        2    0.000    0.000    0.000    0.000 poolmanager.py:268(connection_from_url)
       17    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       22    0.000    0.000    0.000    0.000 function_base.py:4214(_delete_dispatcher)
        9    0.000    0.000    0.000    0.000 blocks.py:304(__len__)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 generic.py:1934(__contains__)
        4    0.000    0.000    0.004    0.001 _decorators.py:219(wrapper)
        9    0.000    0.000    0.000    0.000 array.py:24(construct_from_string)
        2    0.000    0.000    0.000    0.000 poolmanager.py:231(connection_from_context)
        2    0.000    0.000    0.000    0.000 adapters.py:329(request_url)
       22    0.000    0.000    0.000    0.000 multiarray.py:469(can_cast)
        4    0.000    0.000    0.000    0.000 utils.py:793(default_user_agent)
        4    0.000    0.000    0.000    0.000 sessions.py:738(mount)
        2    0.000    0.000    0.000    0.000 socket.py:412(_real_close)
        4    0.000    0.000    0.000    0.000 base.py:321(__iter__)
        4    0.000    0.000    0.000    0.000 indexing.py:162(_get_loc)
        4    0.000    0.000    0.000    0.000 indexing.py:2459(maybe_convert_ix)
        3    0.000    0.000    0.000    0.000 models.py:339(prepare_method)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       17    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
        2    0.000    0.000    0.000    0.000 socket.py:406(_decref_socketios)
       17    0.000    0.000    0.000    0.000 base.py:74(__str__)
        4    0.000    0.000    0.000    0.000 generic.py:3393(_check_is_chained_assignment_possible)
        2    0.000    0.000    0.000    0.000 _collections.py:51(__getitem__)
        3    0.000    0.000    0.000    0.000 utils.py:589(requote_uri)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1112(argmax)
       11    0.000    0.000    0.000    0.000 managers.py:1549(index)
        8    0.000    0.000    0.000    0.000 managers.py:1907(<lambda>)
        3    0.000    0.000    0.091    0.030 reportviews.py:801(__len__)
        2    0.000    0.000    0.002    0.001 utils.py:755(get_environ_proxies)
        3    0.000    0.000    0.000    0.000 models.py:175(register_hook)
        2    0.000    0.000    0.000    0.000 retry.py:305(is_retry)
        8    0.000    0.000    0.000    0.000 enum.py:628(value)
       22    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        1    0.000    0.000    0.000    0.000 response.py:75(is_response_to_head)
        3    0.000    0.000    0.000    0.000 models.py:290(__init__)
        7    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 client.py:408(_close_conn)
        3    0.000    0.000    0.000    0.000 algorithms.py:253(_get_data_algo)
        5    0.000    0.000    0.000    0.000 polygon.py:129(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1285(_cookie_attrs)
        2    0.000    0.000    0.000    0.000 sessions.py:423(__exit__)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argmax)
        5    0.000    0.000    0.000    0.000 multi.py:3112(equals)
        4    0.000    0.000    0.000    0.000 transformer.py:154(__init__)
        2    0.000    0.000    0.000    0.000 response.py:584(supports_chunked_reads)
        2    0.000    0.000    0.000    0.000 parser.py:18(__init__)
        2    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        3    0.000    0.000    0.000    0.000 common.py:814(is_datetimelike)
        1    0.000    0.000    0.006    0.006 categorical.py:2794(_factorize_from_iterables)
       26    0.000    0.000    0.000    0.000 base.py:3923(_values)
        4    0.000    0.000    0.000    0.000 generic.py:5278(<lambda>)
        4    0.000    0.000    0.000    0.000 multi.py:681(<genexpr>)
        2    0.000    0.000    0.000    0.000 point.py:53(x)
       15    0.000    0.000    0.000    0.000 _internal_utils.py:14(to_native_string)
        2    0.000    0.000    0.000    0.000 sessions.py:719(get_adapter)
       22    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       41    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        2    0.000    0.000    0.724    0.362 client.py:1228(endheaders)
       22    0.000    0.000    0.000    0.000 managers.py:1048(value_getitem)
        7    0.000    0.000    0.000    0.000 reportviews.py:171(__len__)
        2    0.000    0.000    0.000    0.000 response.py:532(getheader)
        3    0.000    0.000    0.000    0.000 models.py:534(prepare_auth)
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
       27    0.000    0.000    0.000    0.000 multiarray.py:707(dot)
       12    0.000    0.000    0.000    0.000 cast.py:1151(<genexpr>)
        4    0.000    0.000    0.000    0.000 timeout.py:156(clone)
        2    0.000    0.000    0.000    0.000 models.py:61(path_url)
        4    0.000    0.000    0.000    0.000 enum.py:610(__hash__)
        4    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
       14    0.000    0.000    0.000    0.000 missing.py:75(clean_fill_method)
        6    0.000    0.000    0.000    0.000 frame.py:8106(_get_agg_axis)
       22    0.000    0.000    0.000    0.000 managers.py:1606(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 reportviews.py:334(__init__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:64(__init__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:212(_get_conn)
        3    0.000    0.000    0.000    0.000 models.py:576(prepare_hooks)
        2    0.000    0.000    0.000    0.000 {built-in method math.floor}
        4    0.000    0.000    0.000    0.000 multi.py:800(<genexpr>)
        1    0.000    0.000    0.000    0.000 construction.py:263(prep_ndarray)
        1    0.000    0.000    0.000    0.000 series.py:4326(fillna)
        2    0.000    0.000    0.000    0.000 utils.py:702(<lambda>)
        4    0.000    0.000    0.000    0.000 cookies.py:348(update)
        2    0.000    0.000    0.000    0.000 sessions.py:668(<listcomp>)
        1    0.000    0.000    0.000    0.000 downloader.py:19(get_osm_filter)
        6    0.000    0.000    0.000    0.000 client.py:436(isclosed)
        4    0.000    0.000    0.000    0.000 indexers.py:65(check_setitem_lengths)
        8    0.000    0.000    0.000    0.000 frame.py:491(axes)
        4    0.000    0.000    0.000    0.000 blocks.py:1652(shape)
        1    0.000    0.000    0.000    0.000 construction.py:420(_get_axes)
        4    0.000    0.000    0.000    0.000 connectionpool.py:290(_get_timeout)
        4    0.000    0.000    0.000    0.000 response.py:200(<genexpr>)
        6    0.000    0.000    0.000    0.000 sessions.py:73(<listcomp>)
