         37932415 function calls (37542325 primitive calls) in 39.948 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       32    0.000    0.000    0.001    0.000 cast.py:1119(find_common_type)
      242    0.000    0.000    0.000    0.000 series.py:835(<listcomp>)
       10    0.000    0.000    0.006    0.001 series.py:3914(apply)
       83    0.000    0.000    0.001    0.000 common.py:99(is_bool_indexer)
        1    0.000    0.000    0.049    0.049 models.py:873(json)
      660    0.000    0.000    0.000    0.000 common.py:219(<lambda>)
       24    0.000    0.000    0.010    0.000 generic.py:3490(__delitem__)
       56    0.000    0.000    0.012    0.000 base.py:4142(_coerce_scalar_to_index)
      125    0.000    0.000    0.000    0.000 _asarray.py:300(<setcomp>)
       44    0.000    0.000    0.005    0.000 geodataframe.py:551(__getitem__)
      235    0.000    0.000    0.000    0.000 blocks.py:369(iget)
       88    0.000    0.000    0.003    0.000 managers.py:655(<listcomp>)
      242    0.000    0.000    0.001    0.000 series.py:832(<listcomp>)
       59    0.000    0.000    0.006    0.000 base.py:652(_shallow_copy_with_infer)
      135    0.000    0.000    0.000    0.000 generic.py:413(_get_axis_name)
      874    0.000    0.000    0.000    0.000 numerictypes.py:587(<listcomp>)
      259    0.000    0.000    0.000    0.000 dtypes.py:717(construct_from_string)
      242    0.000    0.000    0.001    0.000 common.py:1253(is_timedelta64_ns_dtype)
       32    0.000    0.000    0.003    0.000 managers.py:1127(<genexpr>)
        3    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
       22    0.000    0.000    0.009    0.000 base.py:5666(ensure_index_from_sequences)
      377    0.000    0.000    0.000    0.000 managers.py:171(ndim)
      656    0.000    0.000    0.000    0.000 os.py:743(encodekey)
       33    0.000    0.000    0.337    0.010 construction.py:593(<listcomp>)
      660    0.000    0.000    0.000    0.000 common.py:214(classes_and_not_datetimelike)
       66    0.000    0.000    0.000    0.000 blocks.py:3273(_extend_blocks)
       26    0.000    0.000    0.009    0.000 generic.py:5891(copy)
       37    0.000    0.000    0.001    0.000 numeric.py:47(__new__)
      152    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
      114    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.ndarray' objects}
      175    0.000    0.000    0.000    0.000 base.py:681(is_)
        4    0.000    0.000    0.001    0.000 request.py:2456(getproxies_environment)
       54    0.000    0.000    0.000    0.000 blocks.py:1658(iget)
        4    0.000    0.000    0.000    0.000 {built-in method nt.stat}
      310    0.000    0.000    0.000    0.000 base.py:700(_reset_identity)
      5/4    0.000    0.000    0.001    0.000 ops.py:185(transform)
       78    0.000    0.000    0.000    0.000 array.py:411(__init__)
      110    0.000    0.000    0.000    0.000 __init__.py:104(_maybe_match_name)
      640    0.000    0.000    0.000    0.000 os.py:696(__iter__)
       29    0.000    0.000    0.001    0.000 algorithms.py:1481(_get_take_nd_function)
       52    0.000    0.000    0.000    0.000 blocks.py:1631(__init__)
      498    0.000    0.000    0.000    0.000 series.py:399(_constructor)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x000002975E0F8C18}
        4    0.000    0.000    0.037    0.009 geoseries.py:369(to_crs)
      177    0.000    0.000    0.000    0.000 cast.py:1264(construct_1d_ndarray_preserving_na)
      176    0.000    0.000    0.000    0.000 common.py:1063(is_unsigned_integer_dtype)
        4    0.000    0.000    0.041    0.010 geodataframe.py:517(to_crs)
      347    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFC390579A0}
       35    0.000    0.000    0.001    0.000 indexing.py:270(_convert_scalar_indexer)
       33    0.000    0.000    0.337    0.010 construction.py:575(_convert_object_array)
       76    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(bincount)
       50    0.000    0.000    0.000    0.000 range.py:148(_simple_new)
      104    0.000    0.000    0.000    0.000 fromnumeric.py:1693(ravel)
      124    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      158    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       82    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
      121    0.000    0.000    0.000    0.000 frame.py:977(__len__)
      123    0.000    0.000    0.006    0.000 generic.py:3358(_clear_item_cache)
      656    0.000    0.000    0.000    0.000 os.py:737(check_str)
       54    0.000    0.000    0.002    0.000 blocks.py:768(copy)
        4    0.000    0.000    0.006    0.002 indexing.py:313(_setitem_with_indexer)
      181    0.000    0.000    0.000    0.000 base.py:617(<dictcomp>)
      103    0.000    0.000    0.000    0.000 dtypes.py:1040(construct_from_string)
      178    0.000    0.000    0.000    0.000 inference.py:120(is_iterator)
      111    0.000    0.000    0.000    0.000 multidigraph.py:329(succ)
      183    0.000    0.000    0.002    0.000 missing.py:48(isna)
       40    0.000    0.000    0.000    0.000 helpers.py:12(__call__)
      161    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
        5    0.000    0.000    0.006    0.001 helpers.py:95(<listcomp>)
       28    0.000    0.000    0.001    0.000 base.py:5801(default_index)
      140    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      639    0.000    0.000    0.000    0.000 numeric.py:134(is_all_dates)
       58    0.000    0.000    0.005    0.000 array.py:782(copy)
      341    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      140    0.000    0.000    0.001    0.000 _methods.py:44(_any)
      103    0.000    0.000    0.000    0.000 common.py:862(is_dtype_equal)
      127    0.000    0.000    0.000    0.000 generic.py:426(_get_axis)
       18    0.000    0.000    0.001    0.000 crs.py:80(_prepare_from_string)
      157    0.000    0.000    0.001    0.000 managers.py:646(is_consolidated)
       20    0.000    0.000    0.000    0.000 weighted.py:50(_weight_function)
      813    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      506    0.000    0.000    0.000    0.000 series.py:833(<genexpr>)
       52    0.000    0.000    0.000    0.000 utils.py:235(log)
       40    0.000    0.000    8.188    0.205 models.py:746(generate)
      242    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       30    0.000    0.000    0.014    0.000 indexing.py:1410(__getitem__)
       74    0.000    0.000    0.000    0.000 managers.py:132(<listcomp>)
        4    0.000    0.000    0.001    0.000 feedparser.py:218(_parsegen)
       44    0.000    0.000    0.000    0.000 graph.py:416(__contains__)
      545    0.000    0.000    0.000    0.000 array.py:425(dtype)
       99    0.000    0.000    0.000    0.000 dtypes.py:866(construct_from_string)
      104    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(append)
        2    0.000    0.000    0.000    0.000 ops.py:133(unary_union)
       38    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       21    0.000    0.000    0.000    0.000 _collections_abc.py:824(update)
       12    0.000    0.000    0.002    0.000 geoseries.py:86(__new__)
        2    0.000    0.000    3.323    1.662 client.py:299(begin)
       18    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       11    0.000    0.000    0.002    0.000 blocks.py:561(_astype)
       27    0.000    0.000    0.002    0.000 nanops.py:196(_maybe_get_mask)
       32    0.000    0.000    0.001    0.000 managers.py:1881(_interleaved_dtype)
      104    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(ravel)
       72    0.000    0.000    0.000    0.000 compat.py:16(pystrdecode)
       24    0.000    0.000    0.000    0.000 queue.py:153(get)
       52    0.000    0.000    0.001    0.000 base.py:784(view)
      794    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        5    0.000    0.000    0.000    0.000 helpers.py:8(__init__)
      251    0.000    0.000    0.000    0.000 base.py:747(dtype)
       82    0.000    0.000    0.000    0.000 numerictypes.py:654(<listcomp>)
        4    0.000    0.000    0.025    0.006 transformer.py:285(from_crs)
       56    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_2d)
      171    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
       18    0.000    0.000    0.000    0.000 linalg.py:2316(norm)
       93    0.000    0.000    0.000    0.000 frame.py:3517(_ensure_valid_index)
        2    0.000    0.000    0.001    0.001 client.py:203(parse_headers)
       21    0.000    0.000    0.004    0.000 nanops.py:886(nanargmin)
       84    0.000    0.000    0.000    0.000 frozen.py:78(__getitem__)
      116    0.000    0.000    0.001    0.000 managers.py:935(_consolidate_inplace)
       42    0.000    0.000    0.001    0.000 generic.py:5249(f)
      133    0.000    0.000    0.000    0.000 managers.py:342(<genexpr>)
       45    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       26    0.000    0.000    0.000    0.000 numeric.py:238(_convert_scalar_indexer)
       40    0.000    0.000    8.188    0.205 response.py:473(stream)
       46    0.000    0.000    0.001    0.000 cast.py:1167(cast_scalar_to_array)
       52    0.000    0.000    0.000    0.000 blocks.py:1765(__init__)
      268    0.000    0.000    0.000    0.000 _asarray.py:88(asanyarray)
       79    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 multi.py:63(_codes_to_ints)
       22    0.000    0.000    0.001    0.000 base.py:707(_cleanup)
        2    0.000    0.000    0.000    0.000 response.py:160(__init__)
       98    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000   12.239    6.119 sessions.py:617(send)
        4    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       11    0.000    0.000    0.002    0.000 generic.py:5742(astype)
       18    0.000    0.000    0.046    0.003 managers.py:1823(_simple_blockify)
      104    0.000    0.000    0.000    0.000 base.py:123(_invalidate_sindex)
       46    0.000    0.000    0.000    0.000 inference.py:423(is_sequence)
       10    0.000    0.000    0.000    0.000 polygon.py:246(exterior)
       18    0.000    0.000    0.000    0.000 message.py:462(get)
        2    0.000    0.000    4.047    2.024 connectionpool.py:319(_make_request)
        5    0.000    0.000    0.000    0.000 helpers.py:116(<listcomp>)
        2    0.000    0.000    3.322    1.661 client.py:266(_read_status)
       89    0.000    0.000    0.000    0.000 generic.py:510(ndim)
        1    0.000    0.000   12.291   12.291 downloader.py:370(overpass_request)
        2    0.000    0.000    0.000    0.000 feedparser.py:471(_parse_headers)
       22    0.000    0.000    0.000    0.000 parse.py:361(urlparse)
      102    0.000    0.000    0.000    0.000 array.py:774(shape)
       46    0.000    0.000    0.001    0.000 generic.py:5236(_protect_consolidate)
       32    0.000    0.000    0.000    0.000 managers.py:1898(<listcomp>)
       39    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int64}
       45    0.000    0.000    0.000    0.000 generic.py:400(_get_axis_number)
        6    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_object_object}
       74    0.000    0.000    0.000    0.000 array.py:429(__len__)
        4    0.000    0.000    0.000    0.000 {method '_transform' of 'pyproj._transformer._Transformer' objects}
        2    0.000    0.000    4.048    2.024 connectionpool.py:446(urlopen)
       12    0.000    0.000    0.000    0.000 cast.py:298(maybe_promote)
       71    0.000    0.000    0.000    0.000 multi.py:1184(__len__)
        4    0.000    0.000    0.044    0.011 projection.py:81(project_gdf)
        6    0.000    0.000    5.518    0.920 apply.py:144(get_result)
      152    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       11    0.000    0.000    0.001    0.000 {method 'delete' of 'pandas._libs.internals.BlockPlacement' objects}
       49    0.000    0.000    0.000    0.000 common.py:1284(is_datetime_or_timedelta_dtype)
        1    0.000    0.000    0.349    0.349 multigraph.py:889(copy)
     10/6    0.000    0.000    0.001    0.000 base.py:2957(get_indexer)
      304    0.000    0.000    0.000    0.000 blocks.py:203(external_values)
       63    0.000    0.000    0.000    0.000 nanops.py:65(<genexpr>)
       34    0.000    0.000    0.000    0.000 construction.py:602(sanitize_index)
       35    0.000    0.000    0.000    0.000 reportviews.py:189(__call__)
       21    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        4    0.000    0.000    0.056    0.014 projection.py:43(project_geometry)
        6    0.000    0.000    5.518    0.920 frame.py:6722(apply)
      152    0.000    0.000    0.000    0.000 fromnumeric.py:3037(ndim)
       26    0.000    0.000    0.001    0.000 indexing.py:1710(_validate_key)
       56    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
        6    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
       33    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       35    0.000    0.000    0.000    0.000 re.py:271(_compile)
       13    0.000    0.000    0.001    0.000 frame.py:3688(reindexer)
        1    0.000    0.000    0.000    0.000 cast.py:628(astype_nansafe)
       22    0.000    0.000    0.000    0.000 generic.py:689(_set_axis)
        8    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
       16    0.000    0.000    0.000    0.000 blocks.py:2856(should_store)
        8    0.000    0.000    0.002    0.000 geoseries.py:31(_geoseries_constructor_with_fallback)
       59    0.000    0.000    0.000    0.000 base.py:729(__array__)
       28    0.000    0.000    0.000    0.000 reportviews.py:253(__iter__)
       42    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
       32    0.000    0.000    0.000    0.000 array.py:432(__getitem__)
      190    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
        2    0.000    0.000    0.000    0.000 coords.py:164(__call__)
       21    0.000    0.000    0.000    0.000 function.py:83(validate_argmin_with_skipna)
       26    0.000    0.000    0.012    0.000 indexing.py:150(_get_label)
       42    0.000    0.000    0.001    0.000 generic.py:5246(_consolidate_inplace)
        3    0.000    0.000    0.005    0.002 algorithms.py:610(factorize)
       27    0.000    0.000    0.000    0.000 nanops.py:173(_get_fill_value)
       85    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        6    0.000    0.000    0.001    0.000 series.py:4051(_reduce)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1667(extract_cookies)
        2    0.000    0.000    0.000    0.000 models.py:596(__init__)
       22    0.000    0.000    0.000    0.000 queue.py:121(put)
       82    0.000    0.000    0.000    0.000 base.py:5044(_maybe_cast_indexer)
        1    0.000    0.000    0.029    0.029 core.py:945(bbox_from_point)
       82    0.000    0.000    0.000    0.000 _methods.py:47(_all)
       84    0.000    0.000    0.000    0.000 managers.py:1863(_shape_compat)
       42    0.000    0.000    0.000    0.000 nanops.py:58(check)
        3    0.000    0.000    0.000    0.000 utils.py:565(unquote_unreserved)
      102    0.000    0.000    0.000    0.000 array.py:770(size)
       56    0.000    0.000    0.000    0.000 common.py:180(ensure_python_int)
       64    0.000    0.000    0.000    0.000 cast.py:1144(<genexpr>)
        6    0.000    0.000    0.002    0.000 generic.py:5603(dtypes)
       23    0.000    0.000    0.000    0.000 _collections.py:151(__getitem__)
      242    0.000    0.000    0.000    0.000 fromnumeric.py:2838(_prod_dispatcher)
       97    0.000    0.000    0.000    0.000 generic.py:3413(_check_setitem_copy)
       30    0.000    0.000    0.000    0.000 managers.py:682(is_view)
       24    0.000    0.000    0.000    0.000 parse.py:412(urlsplit)
       44    0.000    0.000    0.000    0.000 threading.py:335(notify)
        2    0.000    0.000    0.001    0.000 adapters.py:255(build_response)
      242    0.000    0.000    0.000    0.000 common.py:1281(<lambda>)
       52    0.000    0.000    0.001    0.000 managers.py:784(<lambda>)
        8    0.000    0.000    0.000    0.000 version.py:307(parse)
        9    0.000    0.000    0.000    0.000 {shapely.speedups._speedups.geos_linearring_from_py}
       11    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
       38    0.000    0.000    0.000    0.000 generic.py:227(_validate_dtype)
      100    0.000    0.000    0.000    0.000 multidigraph.py:348(pred)
      133    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
       11    0.000    0.000    0.000    0.000 multidigraph.py:523(edges)
       13    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        2    0.000    0.000    0.000    0.000 response.py:499(from_httplib)
      154    0.000    0.000    0.000    0.000 cast.py:1147(<genexpr>)
       22    0.000    0.000    0.000    0.000 range.py:410(_shallow_copy)
        4    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        4    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.001    0.000 indexing.py:1205(_convert_to_indexer)
       27    0.000    0.000    0.000    0.000 generic.py:3384(_set_is_copy)
        7    0.000    0.000    0.000    0.000 base.py:73(geom_factory)
        3    0.000    0.000    0.006    0.002 categorical.py:2754(_factorize_from_iterable)
        2    0.000    0.000    0.000    0.000 socket.py:221(makefile)
       93    0.000    0.000    0.000    0.000 blocks.py:339(shape)
        2    0.000    0.000    0.001    0.001 parser.py:60(parsestr)
       20    0.000    0.000    0.000    0.000 base.py:1826(is_object)
       22    0.000    0.000    0.000    0.000 common.py:1466(needs_i8_conversion)
        2    0.000    0.000    4.049    2.025 adapters.py:394(send)
       15    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
       22    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(putmask)
      124    0.000    0.000    0.000    0.000 base.py:526(<genexpr>)
       25    0.000    0.000    0.000    0.000 graph.py:430(__len__)
       26    0.000    0.000    0.001    0.000 managers.py:785(<listcomp>)
        6    0.000    0.000    0.001    0.000 generic.py:11699(logical_func)
       28    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
      258    0.000    0.000    0.000    0.000 multiarray.py:145(concatenate)
       22    0.000    0.000    0.000    0.000 numeric.py:159(ones)
        5    0.000    0.000    0.000    0.000 digraph.py:784(successors)
       16    0.000    0.000    0.000    0.000 client.py:1200(putheader)
        4    0.000    0.000    0.000    0.000 _collections.py:87(clear)
        4    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
      190    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
        2    0.000    0.000    0.002    0.001 projection.py:20(is_crs_utm)
       46    0.000    0.000    0.000    0.000 base.py:27(is_geometry_type)
       32    0.000    0.000    0.000    0.000 generic.py:185(_init_mgr)
       15    0.000    0.000    0.000    0.000 structures.py:40(__init__)
       38    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.000    0.000 parse.py:873(<listcomp>)
        4    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int16}
       28    0.000    0.000    0.000    0.000 managers.py:1115(<genexpr>)
        4    0.000    0.000    0.004    0.001 generic.py:4266(reindex)
        6    0.000    0.000    0.000    0.000 polygon.py:485(geos_polygon_from_py)
        3    0.000    0.000    0.006    0.002 categorical.py:340(__init__)
        4    0.000    0.000    0.002    0.000 construction.py:216(init_dict)
       22    0.000    0.000    0.012    0.001 <__array_function__ internals>:2(delete)
       72    0.000    0.000    0.000    0.000 managers.py:761(nblocks)
       42    0.000    0.000    0.001    0.000 managers.py:919(consolidate)
       22    0.000    0.000    0.000    0.000 base.py:67(geometry_type_name)
       48    0.000    0.000    0.000    0.000 nanops.py:340(_na_ok_dtype)
        9    0.000    0.000    0.000    0.000 base.py:1817(is_integer)
       17    0.000    0.000    0.000    0.000 inference.py:327(is_dict_like)
       20    0.000    0.000    0.000    0.000 base.py:4297(_can_hold_identifiers_and_holds_name)
       10    0.000    0.000    0.000    0.000 base.py:4821(_maybe_promote)
       13    0.000    0.000    0.000    0.000 cookiejar.py:1742(__iter__)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1249(__init__)
        5    0.000    0.000    0.001    0.000 managers.py:1224(reindex_indexer)
       22    0.000    0.000    0.000    0.000 blocks.py:1674(should_store)
        6    0.000    0.000    0.000    0.000 apply.py:20(frame_apply)
      111    0.000    0.000    0.000    0.000 managers.py:1841(<lambda>)
       22    0.000    0.000    0.018    0.001 crs.py:554(from_user_input)
        2    0.000    0.000    0.000    0.000 feedparser.py:101(push)
       20    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       21    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
       64    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        2    0.000    0.000    0.000    0.000 socket.py:139(__init__)
       22    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(can_cast)
        4    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        8    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       30    0.000    0.000    0.000    0.000 generic.py:3319(_is_view)
       11    0.000    0.000    0.002    0.000 managers.py:580(astype)
        8    0.000    0.000    0.000    0.000 message.py:497(get_all)
        4    0.000    0.000    0.003    0.001 generic.py:4552(_reindex_with_indexers)
        4    0.000    0.000    0.000    0.000 adapters.py:319(close)
       19    0.000    0.000    0.003    0.000 blocks.py:217(get_values)
       11    0.000    0.000    0.000    0.000 reportviews.py:906(__init__)
        4    0.000    0.000    0.000    0.000 cookies.py:118(extract_cookies_to_jar)
        8    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        2    0.000    0.000    0.723    0.362 connection.py:33(create_connection)
        1    0.000    0.000    0.001    0.001 generic.py:3524(take)
       15    0.000    0.000    0.000    0.000 _collections.py:209(add)
       11    0.000    0.000    0.000    0.000 base.py:1884(is_all_dates)
      152    0.000    0.000    0.000    0.000 fromnumeric.py:3033(_ndim_dispatcher)
        5    0.000    0.000    0.001    0.000 base.py:3364(reindex)
        9    0.000    0.000    0.000    0.000 reportviews.py:769(__init__)
        3    0.000    0.000    0.001    0.000 algorithms.py:483(_factorize_array)
       62    0.000    0.000    0.000    0.000 inference.py:246(is_array_like)
       10    0.000    0.000    0.000    0.000 numeric.py:82(_shallow_copy)
        6    0.000    0.000    0.007    0.001 managers.py:790(as_array)
        2    0.000    0.000    0.001    0.001 parser.py:42(parse)
        2    0.000    0.000    0.000    0.000 connectionpool.py:407(close)
       20    0.000    0.000    0.000    0.000 weighted.py:738(<dictcomp>)
        4    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
       16    0.000    0.000    0.000    0.000 utils.py:284(to_key_val_list)
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        2    0.000    0.000    0.724    0.362 client.py:1246(_send_request)
        4    0.000    0.000    0.007    0.002 indexing.py:199(__setitem__)
        6    0.000    0.000    0.000    0.000 managers.py:255(get_dtypes)
       37    0.000    0.000    0.000    0.000 base.py:4118(_coerce_to_ndarray)
      160    0.000    0.000    0.000    0.000 base.py:1524(nlevels)
        7    0.000    0.000    0.000    0.000 cookies.py:508(cookiejar_from_dict)
        7    0.000    0.000    0.000    0.000 cookies.py:37(__init__)
       22    0.000    0.000    0.000    0.000 blocks.py:1677(set)
       26    0.000    0.000    0.000    0.000 common.py:711(is_string_dtype)
        2    0.000    0.000    3.323    1.662 client.py:1292(getresponse)
        2    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int8}
        2    0.000    0.000    0.000    0.000 connectionpool.py:159(__init__)
       21    0.000    0.000    0.000    0.000 nanops.py:1119(_maybe_arg_null_out)
       28    0.000    0.000    0.000    0.000 reportviews.py:235(__init__)
        3    0.000    0.000    0.003    0.001 sorting.py:396(safe_sort)
        2    0.000    0.000    0.000    0.000 _collections.py:225(extend)
       30    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
       26    0.000    0.000    0.000    0.000 base.py:1871(holds_integer)
      130    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        2    0.000    0.000   12.242    6.121 api.py:16(request)
       14    0.000    0.000    0.000    0.000 sessions.py:49(merge_setting)
        3    0.000    0.000    0.001    0.000 multi.py:1540(_get_level_values)
       26    0.000    0.000    0.000    0.000 common.py:741(condition)
        4    0.000    0.000    0.004    0.001 multi.py:614(_values)
        4    0.000    0.000    0.001    0.000 geoseries.py:426(<lambda>)
        6    0.000    0.000    0.001    0.000 dtypes.py:498(validate_categories)
       28    0.000    0.000    0.000    0.000 array.py:778(ndim)
        8    0.000    0.000    0.000    0.000 generic.py:3324(_maybe_update_cacher)
       36    0.000    0.000    0.000    0.000 exceptions.py:23(clear)
        2    0.000    0.000    0.000    0.000 multipolygon.py:149(geos_multipolygon_from_polygons)
        2    0.000    0.000    0.000    0.000 _collections.py:136(__init__)
        3    0.000    0.000    0.000    0.000 models.py:355(prepare_url)
        2    0.000    0.000   12.241    6.121 sessions.py:466(request)
      161    0.000    0.000    0.000    0.000 base.py:717(<lambda>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:59(_default_key_normalizer)
        9    0.000    0.000    8.189    0.910 models.py:815(content)
       68    0.000    0.000    0.000    0.000 compat.py:4(cstrencode)
        4    0.000    0.000    0.385    0.096 weighted.py:90(dijkstra_path)
        4    0.000    0.000    0.000    0.000 common.py:230(dict_keys_to_ordered_list)
        5    0.000    0.000    0.001    0.000 blocks.py:1294(take_nd)
       11    0.000    0.000    0.002    0.000 blocks.py:558(astype)
        3    0.000    0.000    0.724    0.241 client.py:958(send)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        2    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       57    0.000    0.000    0.000    0.000 indexers.py:13(is_list_like_indexer)
       10    0.000    0.000    0.000    0.000 reportviews.py:1109(__call__)
       24    0.000    0.000    0.000    0.000 _validators.py:231(validate_bool_kwarg)
        4    0.000    0.000    0.000    0.000 digraph.py:270(__init__)
        6    0.000    0.000    0.000    0.000 apply.py:54(__init__)
       33    0.000    0.000    0.000    0.000 inference.py:359(is_named_tuple)
       52    0.000    0.000    0.000    0.000 blocks.py:1769(_maybe_coerce_values)
        2    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        8    0.000    0.000    0.001    0.000 base.py:823(astype)
        4    0.000    0.000    0.000    0.000 message.py:120(__init__)
       27    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(dot)
        4    0.000    0.000    0.006    0.002 categorical.py:2816(<genexpr>)
        6    0.000    0.000    0.007    0.001 generic.py:5368(values)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1587(make_cookies)
       46    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        4    0.000    0.000    0.000    0.000 indexing.py:247(_convert_tuple)
        4    0.000    0.000    0.000    0.000 indexing.py:2135(_getitem_axis)
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        8    0.000    0.000    0.000    0.000 utils.py:12(_copytobuffer)
        2    0.000    0.000    0.001    0.000 sessions.py:426(prepare_request)
        4    0.000    0.000    0.000    0.000 ntpath.py:287(expanduser)
        8    0.000    0.000    0.000    0.000 warnings.py:474(__enter__)
       13    0.000    0.000    0.000    0.000 cookiejar.py:1210(vals_sorted_by_key)
        4    0.000    0.000    0.000    0.000 client.py:944(close)
       22    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        1    0.000    0.000    0.001    0.001 managers.py:1274(_slice_take_blocks_ax0)
        1    0.000    0.000    0.000    0.000 base.py:532(buffer)
        1    0.000    0.000    0.046    0.046 decoder.py:332(decode)
       28    0.000    0.000    0.000    0.000 common.py:185(_all_none)
        1    0.000    0.000   11.630   11.630 api.py:104(post)
       76    0.000    0.000    0.000    0.000 multiarray.py:853(bincount)
      104    0.000    0.000    0.000    0.000 function_base.py:4636(_append_dispatcher)
        4    0.000    0.000    0.000    0.000 _validators.py:241(validate_axis_style_args)
       30    0.000    0.000    0.000    0.000 generic.py:486(_info_axis)
       50    0.000    0.000    0.000    0.000 managers.py:1026(<genexpr>)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        2    0.000    0.000    0.000    0.000 utils.py:168(get_netrc_auth)
        1    0.000    0.000    0.612    0.612 api.py:63(get)
       28    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
      338    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
